ID da Venda,Data da Venda,Preço,Preço Original,Desconto Aplicado,Produto,Categoria,Marca,Canal de Venda,Região,Nome do Funcionário,Quantidade de Vendas,Quantidade em Estoque,Avaliação
V026717,2024-03-08,297.23,347.85,50.62,Fonte de Alimentação,Componentes,AMD,Venda Direta,Centro-Oeste,Daniela Souza,27,154,1.4
V026718,2023-09-05,222.19,227.42,5.23,Gabinete,Componentes,Corsair,E-commerce,Sudeste,Carlos Silva,70,42,3.8
V026719,2024-08-20,254.11,296.2,42.09,Dock Station,Periféricos,Dell,Loja Física,Centro-Oeste,Fernanda Alves,46,182,4.9
V026720,2023-08-08,681.65,693.82,12.17,Scanner,Periféricos,HP,Loja Física,Nordeste,Daniela Souza,36,79,3.9
V026721,2023-08-21,996.91,1185.53,188.62,HD Externo,Armazenamento,Western Digital,Venda Direta,Sul,Bruno Lima,17,89,1.6
V026722,2023-02-26,1153.3,1448.9,295.6,Placa Mãe,Componentes,Intel,Venda Direta,Norte,Eduardo Rocha,83,56,3.0
V026723,2024-03-30,489.87,639.73,149.86,Ring Light,Acessórios,Anker,E-commerce,Sul,Fernanda Alves,60,58,2.1
V026724,2023-10-22,864.34,1210.06,345.72,TV Box,Áudio e Vídeo,Philips,E-commerce,Sudeste,Ana Costa,52,64,3.7
V026725,2023-10-27,281.52,377.22,95.7,Memória RAM,Componentes,NVIDIA,Loja Física,Sudeste,Bruno Lima,45,98,2.6
V026726,2023-08-05,175.59,239.25,63.66,Pen Drive,Armazenamento,Western Digital,Loja Física,Norte,Fernanda Alves,42,27,4.8
V026727,2023-11-24,965.52,1183.08,217.56,Memória RAM,Componentes,AMD,Marketplace,Sudeste,Fernanda Alves,50,25,4.4
V026728,2025-04-02,192.04,232.41,40.37,Leitor de Cartão,Acessórios,Genérico,Venda Direta,Centro-Oeste,Ana Costa,10,162,2.9
V026729,2024-10-19,491.35,646.35,155.0,Fone de Ouvido,Áudio e Vídeo,Bose,Marketplace,Centro-Oeste,Carlos Silva,14,74,2.6
V026730,2024-02-24,422.97,513.4,90.43,Placa Mãe,Componentes,Intel,Venda Direta,Norte,Eduardo Rocha,5,140,3.6
V026731,2024-04-13,129.77,138.79,9.02,Fone de Ouvido,Áudio e Vídeo,Sony,Loja Física,Nordeste,Daniela Souza,70,85,3.7
V026732,2024-09-04,2686.34,3274.11,587.77,Processador,Componentes,NVIDIA,Loja Física,Norte,Eduardo Rocha,20,142,2.4
V026733,2024-03-12,2900.56,3493.7,593.14,Projetor,Áudio e Vídeo,JBL,Marketplace,Sul,Daniela Souza,52,108,3.9
V026734,2023-11-27,157.47,159.18,1.71,Estabilizador,Componentes,AMD,E-commerce,Sudeste,Fernanda Alves,31,168,2.8
V026735,2023-08-01,81.46,86.19,4.73,Teclado,Periféricos,Multilaser,Loja Física,Norte,Carlos Silva,81,13,4.7
V026736,2023-05-11,5205.64,5360.76,155.12,Placa de Vídeo,Componentes,Intel,Marketplace,Norte,Fernanda Alves,14,8,3.0
V026737,2023-12-04,658.83,690.06,31.23,Roteador,Rede,Ubiquiti,E-commerce,Sudeste,Eduardo Rocha,30,134,1.6
V026738,2024-02-29,787.35,1000.09,212.74,Câmera,Áudio e Vídeo,Bose,Marketplace,Centro-Oeste,Eduardo Rocha,89,86,4.6
V026739,2023-05-01,115.03,141.38,26.35,Leitor de Cartão,Acessórios,Genérico,Loja Física,Sul,Eduardo Rocha,75,12,4.7
V026740,2024-09-15,445.77,478.0,32.23,No-Break,Componentes,NVIDIA,Marketplace,Centro-Oeste,Daniela Souza,99,186,3.5
V026741,2023-12-01,865.94,908.17,42.23,Memória RAM,Componentes,Corsair,Marketplace,Norte,Fernanda Alves,3,147,3.5
V026742,2025-04-21,260.17,341.06,80.89,Ring Light,Acessórios,Belkin,Marketplace,Sul,Fernanda Alves,14,162,2.1
V026743,2023-03-07,161.78,222.58,60.8,Fonte de Alimentação,Componentes,Intel,E-commerce,Nordeste,Fernanda Alves,7,104,4.8
V026744,2023-03-10,94.24,124.74,30.5,Teclado,Periféricos,HP,Venda Direta,Sudeste,Bruno Lima,81,125,2.2
V026745,2024-05-22,6602.39,6762.57,160.18,Tablet,Eletrônicos,Samsung,Venda Direta,Sudeste,Ana Costa,58,152,4.9
V026746,2023-02-26,1202.6,1391.91,189.31,Placa Mãe,Componentes,Corsair,Loja Física,Centro-Oeste,Ana Costa,39,187,2.7
V026747,2025-01-16,339.92,342.45,2.53,Ring Light,Acessórios,Baseus,Marketplace,Sudeste,Bruno Lima,27,146,4.1
V026748,2023-01-31,5967.98,6105.49,137.51,Processador,Componentes,NVIDIA,Marketplace,Norte,Bruno Lima,22,125,4.9
V026749,2025-04-17,424.3,535.76,111.46,Microfone,Áudio e Vídeo,JBL,E-commerce,Norte,Eduardo Rocha,36,62,2.1
V026750,2024-04-24,230.93,289.06,58.13,TV Box,Áudio e Vídeo,Philips,Venda Direta,Sul,Eduardo Rocha,6,69,2.5
V026751,2023-05-09,1433.21,1753.71,320.5,Projetor,Áudio e Vídeo,Bose,E-commerce,Nordeste,Carlos Silva,28,135,3.5
V026752,2024-11-14,1271.59,1737.46,465.87,Câmera,Áudio e Vídeo,Philips,Venda Direta,Sudeste,Carlos Silva,60,197,2.3
V026753,2025-03-30,2287.35,2615.79,328.44,Tablet,Eletrônicos,Samsung,Loja Física,Nordeste,Bruno Lima,14,51,4.4
V026754,2024-04-03,496.65,556.36,59.71,Placa Mãe,Componentes,AMD,Venda Direta,Sul,Fernanda Alves,96,18,4.7
V026755,2024-03-29,941.56,1304.29,362.73,Smartwatch,Eletrônicos,Xiaomi,Loja Física,Centro-Oeste,Ana Costa,70,157,3.6
V026756,2023-03-27,1346.89,1747.47,400.58,HD Externo,Armazenamento,Seagate,Venda Direta,Sudeste,Bruno Lima,89,23,3.2
V026757,2023-09-11,446.87,547.28,100.41,Gabinete,Componentes,AMD,Marketplace,Centro-Oeste,Ana Costa,100,45,2.9
V026758,2024-08-26,142.02,178.52,36.5,Dock Station,Periféricos,Multilaser,Marketplace,Norte,Bruno Lima,85,5,1.1
V026759,2023-03-24,78.12,96.34,18.22,TV Box,Áudio e Vídeo,Bose,Venda Direta,Nordeste,Fernanda Alves,73,63,4.4
V026760,2024-02-14,340.03,384.41,44.38,Gabinete,Componentes,AMD,Loja Física,Sul,Carlos Silva,78,78,3.2
V026761,2025-03-21,188.62,230.17,41.55,Hub USB,Acessórios,Anker,Marketplace,Norte,Carlos Silva,29,116,2.4
V026762,2024-11-02,375.09,383.19,8.1,Gabinete,Componentes,AMD,Loja Física,Centro-Oeste,Fernanda Alves,56,67,3.3
V026763,2023-05-14,170.67,210.02,39.35,Estabilizador,Componentes,AMD,Venda Direta,Norte,Bruno Lima,25,25,3.2
V026764,2024-07-29,914.82,1161.47,246.65,Gabinete,Componentes,Corsair,Marketplace,Norte,Carlos Silva,54,24,3.5
V026765,2024-11-12,1377.03,1444.44,67.41,Câmera,Áudio e Vídeo,JBL,Venda Direta,Centro-Oeste,Daniela Souza,41,105,2.8
V026766,2023-05-22,151.83,170.37,18.54,Microfone,Áudio e Vídeo,Philips,Loja Física,Norte,Daniela Souza,3,56,2.9
V026767,2024-11-22,204.97,214.93,9.96,Carregador Portátil,Acessórios,Belkin,Marketplace,Norte,Carlos Silva,39,1,3.4
V026768,2023-01-19,84.87,110.83,25.96,Pen Drive,Armazenamento,SanDisk,Loja Física,Centro-Oeste,Ana Costa,80,189,3.9
V026769,2024-08-27,1293.48,1636.61,343.13,Monitor,Periféricos,Multilaser,Marketplace,Nordeste,Eduardo Rocha,66,174,2.0
V026770,2023-11-01,2287.64,2382.93,95.29,Processador,Componentes,NVIDIA,Marketplace,Norte,Ana Costa,32,183,1.1
V026771,2024-07-15,149.42,195.52,46.1,Controle de Videogame,Acessórios,Belkin,Venda Direta,Norte,Bruno Lima,23,135,4.0
V026772,2023-12-11,177.06,218.0,40.94,Adaptador Bluetooth,Acessórios,Belkin,Marketplace,Sul,Eduardo Rocha,49,162,3.7
V026773,2023-02-15,1497.84,1842.71,344.87,Monitor,Periféricos,Logitech,Marketplace,Sul,Ana Costa,59,14,4.0
V026774,2023-03-20,63.74,71.32,7.58,Teclado,Periféricos,Multilaser,Loja Física,Norte,Carlos Silva,24,53,2.9
V026775,2024-12-11,985.53,1209.78,224.25,Memória RAM,Componentes,Corsair,Marketplace,Centro-Oeste,Bruno Lima,92,61,1.7
V026776,2025-01-10,566.39,700.32,133.93,Câmera,Áudio e Vídeo,Philips,Loja Física,Sul,Bruno Lima,66,3,4.9
V026777,2025-02-16,430.41,463.58,33.17,Câmera,Áudio e Vídeo,JBL,E-commerce,Norte,Fernanda Alves,70,69,2.1
V026778,2023-11-16,2294.85,2497.77,202.92,Projetor,Áudio e Vídeo,Philips,Marketplace,Sul,Bruno Lima,98,105,3.7
V026779,2023-03-10,152.94,188.52,35.58,Pen Drive,Armazenamento,Seagate,E-commerce,Sul,Daniela Souza,66,51,2.0
V026780,2024-01-10,819.57,1016.92,197.35,TV Box,Áudio e Vídeo,Philips,Loja Física,Sudeste,Daniela Souza,92,184,3.7
V026781,2023-12-05,876.11,907.78,31.67,Scanner,Periféricos,Logitech,E-commerce,Nordeste,Carlos Silva,37,113,3.7
V026782,2025-03-30,118.1,137.17,19.07,Cooler,Componentes,AMD,Marketplace,Nordeste,Carlos Silva,39,5,3.2
V026783,2025-01-12,819.43,856.03,36.6,Switch de Rede,Rede,TP-Link,Loja Física,Nordeste,Bruno Lima,75,40,3.5
V026784,2023-04-16,5595.38,7534.38,1939.0,Projetor,Áudio e Vídeo,Sony,E-commerce,Norte,Fernanda Alves,45,118,1.2
V026785,2024-07-13,770.51,1048.46,277.95,Roteador,Rede,TP-Link,E-commerce,Sul,Bruno Lima,88,1,1.0
V026786,2024-07-10,192.77,246.17,53.4,Switch de Rede,Rede,Cisco,Venda Direta,Sudeste,Bruno Lima,47,78,1.3
V026787,2023-04-24,1110.83,1210.92,100.09,Tablet,Eletrônicos,Apple,E-commerce,Norte,Ana Costa,53,198,4.4
V026788,2024-12-04,1115.97,1133.07,17.1,Monitor,Periféricos,Logitech,Venda Direta,Centro-Oeste,Fernanda Alves,3,190,1.1
V026789,2023-12-15,913.77,1179.35,265.58,Fonte de Alimentação,Componentes,AMD,Loja Física,Sudeste,Fernanda Alves,15,162,3.9
V026790,2023-03-15,947.25,970.93,23.68,Impressora,Periféricos,Dell,Loja Física,Sul,Ana Costa,46,71,1.4
V026791,2025-02-22,2575.52,2674.62,99.1,Placa de Vídeo,Componentes,NVIDIA,Marketplace,Norte,Fernanda Alves,58,101,4.8
V026792,2023-09-26,1033.59,1042.07,8.48,Câmera,Áudio e Vídeo,JBL,E-commerce,Nordeste,Bruno Lima,65,130,2.4
V026793,2023-05-19,118.58,157.77,39.19,Cooler,Componentes,Intel,E-commerce,Nordeste,Bruno Lima,50,117,4.9
V026794,2024-05-10,72.83,99.84,27.01,Hub USB,Acessórios,Belkin,Venda Direta,Nordeste,Carlos Silva,14,135,1.6
V026795,2025-02-04,6152.26,6728.55,576.29,Smartphone,Eletrônicos,LG,Loja Física,Nordeste,Fernanda Alves,55,75,2.1
V026796,2024-10-08,966.09,1021.45,55.36,Scanner,Periféricos,Logitech,Marketplace,Centro-Oeste,Eduardo Rocha,53,194,2.5
V026797,2024-06-10,6749.8,8751.06,2001.26,Notebook,Informática,Dell,Venda Direta,Sul,Ana Costa,61,181,3.5
V026798,2024-02-21,5179.87,5627.87,448.0,Processador,Componentes,Intel,Marketplace,Sul,Ana Costa,62,193,2.7
V026799,2024-05-11,4364.53,4457.12,92.59,Tablet,Eletrônicos,Apple,Loja Física,Centro-Oeste,Eduardo Rocha,87,50,4.2
V026800,2023-03-09,732.29,950.27,217.98,SSD,Armazenamento,SanDisk,Loja Física,Centro-Oeste,Daniela Souza,8,54,2.5
V026801,2023-08-08,2439.17,3368.09,928.92,Projetor,Áudio e Vídeo,Sony,Venda Direta,Norte,Fernanda Alves,94,67,1.4
V026802,2023-02-21,790.55,860.02,69.47,Impressora,Periféricos,Logitech,Venda Direta,Sul,Eduardo Rocha,48,157,2.3
V026803,2023-04-26,3415.57,4205.86,790.29,Projetor,Áudio e Vídeo,Philips,Loja Física,Nordeste,Daniela Souza,32,133,2.6
V026804,2024-08-24,122.88,149.09,26.21,Mouse,Periféricos,Multilaser,Loja Física,Norte,Bruno Lima,22,138,3.3
V026805,2025-04-12,408.77,410.08,1.31,Smartwatch,Eletrônicos,Xiaomi,Loja Física,Sudeste,Fernanda Alves,45,172,1.8
V026806,2024-12-21,790.09,952.79,162.7,Scanner,Periféricos,Multilaser,Venda Direta,Sudeste,Eduardo Rocha,14,94,2.6
V026807,2024-12-08,413.41,563.72,150.31,Webcam,Periféricos,Dell,Loja Física,Centro-Oeste,Carlos Silva,58,156,2.9
V026808,2024-10-16,229.37,266.63,37.26,Ring Light,Acessórios,Genérico,E-commerce,Sudeste,Bruno Lima,84,36,2.7
V026809,2024-05-24,1171.6,1292.22,120.62,No-Break,Componentes,Corsair,Marketplace,Sudeste,Bruno Lima,46,129,4.9
V026810,2024-07-27,451.32,631.7,180.38,Memória RAM,Componentes,AMD,Venda Direta,Sudeste,Fernanda Alves,10,78,1.4
V026811,2023-02-15,180.7,238.37,57.67,Hub USB,Acessórios,Anker,E-commerce,Nordeste,Daniela Souza,38,123,4.6
V026812,2024-02-22,490.1,634.24,144.14,Tripé,Acessórios,Anker,Marketplace,Sul,Eduardo Rocha,26,20,4.3
V026813,2024-09-27,189.45,198.86,9.41,Adaptador Bluetooth,Acessórios,Baseus,Venda Direta,Sul,Carlos Silva,17,73,3.9
V026814,2024-03-10,186.88,188.59,1.71,Adaptador Bluetooth,Acessórios,Genérico,Venda Direta,Nordeste,Bruno Lima,33,0,4.3
V026815,2023-08-30,1354.15,1597.74,243.59,Câmera,Áudio e Vídeo,JBL,Loja Física,Sudeste,Fernanda Alves,92,72,1.0
V026816,2023-04-30,175.7,211.93,36.23,Switch de Rede,Rede,D-Link,E-commerce,Norte,Daniela Souza,98,177,4.4
V026817,2024-08-13,155.53,220.87,65.34,Roteador,Rede,Ubiquiti,Venda Direta,Centro-Oeste,Daniela Souza,90,25,1.1
V026818,2025-03-27,82.61,84.62,2.01,Cooler,Componentes,AMD,Marketplace,Centro-Oeste,Fernanda Alves,28,135,3.6
V026819,2024-08-11,168.05,199.61,31.56,TV Box,Áudio e Vídeo,Philips,Marketplace,Nordeste,Eduardo Rocha,35,110,1.4
V026820,2024-07-23,93.08,96.46,3.38,Pen Drive,Armazenamento,Kingston,Marketplace,Nordeste,Ana Costa,60,2,4.6
V026821,2024-06-23,175.9,248.35,72.45,Adaptador Bluetooth,Acessórios,Anker,E-commerce,Sudeste,Daniela Souza,27,31,2.0
V026822,2023-10-04,3785.69,4049.97,264.28,Processador,Componentes,NVIDIA,Loja Física,Nordeste,Daniela Souza,89,136,3.4
V026823,2023-09-06,1208.76,1572.54,363.78,Smartphone,Eletrônicos,Apple,Loja Física,Sudeste,Carlos Silva,54,128,1.6
V026824,2023-02-05,1021.25,1333.77,312.52,No-Break,Componentes,NVIDIA,Loja Física,Sudeste,Eduardo Rocha,54,185,2.8
V026825,2023-01-08,6313.25,6379.93,66.68,Smartphone,Eletrônicos,Samsung,E-commerce,Sudeste,Bruno Lima,1,34,1.6
V026826,2023-12-09,373.91,401.1,27.19,TV Box,Áudio e Vídeo,Philips,Venda Direta,Norte,Carlos Silva,43,38,4.1
V026827,2025-02-19,112.01,150.83,38.82,Leitor de Cartão,Acessórios,Genérico,Marketplace,Centro-Oeste,Ana Costa,28,66,3.1
V026828,2024-02-26,452.23,556.65,104.42,Controle de Videogame,Acessórios,Anker,E-commerce,Sul,Fernanda Alves,61,162,2.5
V026829,2023-04-21,962.16,1154.41,192.25,TV Box,Áudio e Vídeo,Sony,Venda Direta,Sudeste,Carlos Silva,2,130,4.9
V026830,2025-04-07,124.22,147.77,23.55,Pen Drive,Armazenamento,SanDisk,Venda Direta,Sul,Ana Costa,99,67,1.3
V026831,2024-06-17,470.18,516.27,46.09,Microfone,Áudio e Vídeo,Sony,E-commerce,Norte,Carlos Silva,76,17,2.6
V026832,2024-10-06,1030.29,1075.91,45.62,Processador,Componentes,Corsair,Marketplace,Norte,Bruno Lima,78,92,4.1
V026833,2024-02-21,3949.25,4487.14,537.89,Placa de Vídeo,Componentes,Intel,Marketplace,Norte,Bruno Lima,8,190,3.3
V026834,2023-03-20,6968.93,9137.63,2168.7,Processador,Componentes,NVIDIA,Marketplace,Sudeste,Ana Costa,5,24,3.6
V026835,2024-01-14,1213.93,1629.64,415.71,Monitor,Periféricos,Dell,Marketplace,Sul,Bruno Lima,17,103,2.4
V026836,2023-01-22,656.39,801.62,145.23,Roteador,Rede,D-Link,Loja Física,Nordeste,Carlos Silva,78,8,2.7
V026837,2023-09-18,930.58,946.05,15.47,Câmera,Áudio e Vídeo,Bose,Loja Física,Sul,Daniela Souza,38,195,4.4
V026838,2024-11-09,182.21,201.88,19.67,Cooler,Componentes,Intel,Marketplace,Norte,Bruno Lima,40,72,4.3
V026839,2024-04-28,123.04,172.06,49.02,Adaptador Bluetooth,Acessórios,Belkin,Loja Física,Nordeste,Carlos Silva,97,54,2.6
V026840,2024-09-08,200.01,284.91,84.9,Ring Light,Acessórios,Baseus,Loja Física,Nordeste,Bruno Lima,38,36,2.4
V026841,2023-12-13,110.59,144.99,34.4,Mouse,Periféricos,Logitech,Marketplace,Centro-Oeste,Daniela Souza,20,35,3.8
V026842,2024-12-29,114.7,117.15,2.45,Mouse,Periféricos,Logitech,Marketplace,Norte,Bruno Lima,30,188,1.6
V026843,2024-10-21,899.01,1167.4,268.39,Dock Station,Periféricos,Logitech,E-commerce,Sul,Eduardo Rocha,50,142,4.9
V026844,2024-10-27,188.15,263.08,74.93,Pen Drive,Armazenamento,Western Digital,Marketplace,Nordeste,Eduardo Rocha,59,181,3.2
V026845,2024-11-21,847.02,1023.2,176.18,Gabinete,Componentes,NVIDIA,Loja Física,Sul,Carlos Silva,12,193,1.2
V026846,2024-04-12,126.35,158.23,31.88,Leitor de Cartão,Acessórios,Genérico,Venda Direta,Norte,Carlos Silva,61,166,4.0
V026847,2025-04-13,3849.88,5342.51,1492.63,Smartphone,Eletrônicos,Samsung,Marketplace,Centro-Oeste,Fernanda Alves,96,36,2.6
V026848,2025-01-20,1364.54,1518.81,154.27,No-Break,Componentes,NVIDIA,E-commerce,Sul,Eduardo Rocha,10,82,2.7
V026849,2024-04-14,396.7,539.94,143.24,Ring Light,Acessórios,Anker,Marketplace,Sul,Fernanda Alves,97,180,3.5
V026850,2023-01-18,472.63,537.82,65.19,Tripé,Acessórios,Belkin,Venda Direta,Norte,Eduardo Rocha,44,12,1.6
V026851,2023-10-06,4124.93,4874.26,749.33,Tablet,Eletrônicos,Xiaomi,Venda Direta,Sudeste,Daniela Souza,20,139,2.1
V026852,2024-05-21,1408.42,1571.22,162.8,Smartwatch,Eletrônicos,Samsung,Venda Direta,Sul,Eduardo Rocha,23,193,2.8
V026853,2025-02-16,5217.67,5875.89,658.22,Notebook,Informática,Asus,Marketplace,Sul,Daniela Souza,24,94,3.0
V026854,2024-03-26,310.73,340.47,29.74,Caixa de Som,Áudio e Vídeo,Philips,Venda Direta,Sudeste,Bruno Lima,53,164,3.8
V026855,2024-08-10,468.54,524.86,56.32,Scanner,Periféricos,Multilaser,Venda Direta,Sul,Bruno Lima,74,79,3.0
V026856,2023-09-17,4962.13,5611.62,649.49,Projetor,Áudio e Vídeo,Philips,Loja Física,Nordeste,Carlos Silva,12,34,2.8
V026857,2024-03-18,399.89,505.76,105.87,Fone de Ouvido,Áudio e Vídeo,Philips,Loja Física,Sudeste,Fernanda Alves,68,149,2.9
V026858,2025-02-20,472.74,505.54,32.8,Controle de Videogame,Acessórios,Genérico,Loja Física,Sul,Fernanda Alves,33,94,4.4
V026859,2024-11-18,5476.03,6258.98,782.95,Placa de Vídeo,Componentes,AMD,Loja Física,Nordeste,Eduardo Rocha,46,67,2.4
V026860,2025-01-03,753.46,844.52,91.06,Smartwatch,Eletrônicos,LG,Marketplace,Centro-Oeste,Bruno Lima,32,96,3.3
V026861,2023-05-01,402.79,458.86,56.07,Microfone,Áudio e Vídeo,Bose,Marketplace,Centro-Oeste,Eduardo Rocha,50,109,1.2
V026862,2023-12-06,907.35,939.98,32.63,Estabilizador,Componentes,NVIDIA,Venda Direta,Nordeste,Fernanda Alves,26,178,1.9
V026863,2023-05-28,827.05,879.61,52.56,Impressora,Periféricos,Multilaser,Venda Direta,Sul,Eduardo Rocha,51,115,4.4
V026864,2023-10-30,460.54,613.78,153.24,Smartwatch,Eletrônicos,Xiaomi,Loja Física,Nordeste,Fernanda Alves,9,114,1.1
V026865,2024-07-11,1103.53,1393.76,290.23,SSD,Armazenamento,Kingston,E-commerce,Norte,Carlos Silva,47,152,2.3
V026866,2023-04-17,461.3,541.08,79.78,Microfone,Áudio e Vídeo,Bose,E-commerce,Norte,Fernanda Alves,25,17,3.6
V026867,2024-04-29,279.47,378.54,99.07,TV Box,Áudio e Vídeo,Bose,Loja Física,Nordeste,Eduardo Rocha,90,73,1.9
V026868,2024-01-21,1337.71,1377.85,40.14,Monitor,Periféricos,Multilaser,Venda Direta,Nordeste,Ana Costa,82,21,4.7
V026869,2023-10-27,450.44,586.43,135.99,Carregador Portátil,Acessórios,Anker,Marketplace,Nordeste,Carlos Silva,51,127,2.2
V026870,2024-10-25,2962.55,3163.7,201.15,Processador,Componentes,Corsair,Marketplace,Nordeste,Bruno Lima,80,90,4.3
V026871,2023-01-29,370.74,396.8,26.06,Carregador Portátil,Acessórios,Baseus,Loja Física,Sudeste,Daniela Souza,7,19,3.4
V026872,2024-06-25,123.97,124.1,0.13,Cooler,Componentes,Intel,Venda Direta,Sul,Carlos Silva,2,125,2.9
V026873,2025-01-20,2481.45,2679.36,197.91,Tablet,Eletrônicos,Apple,E-commerce,Norte,Ana Costa,74,32,3.3
V026874,2025-01-26,803.32,1016.3,212.98,HD Externo,Armazenamento,Western Digital,E-commerce,Centro-Oeste,Carlos Silva,75,145,3.0
V026875,2023-01-06,621.69,775.35,153.66,Gabinete,Componentes,Intel,Venda Direta,Centro-Oeste,Ana Costa,91,169,4.0
V026876,2024-01-26,128.55,153.44,24.89,Teclado,Periféricos,Dell,Marketplace,Norte,Carlos Silva,14,43,2.6
V026877,2023-05-26,1208.25,1664.1,455.85,Smartwatch,Eletrônicos,Xiaomi,Marketplace,Sul,Fernanda Alves,100,141,4.6
V026878,2024-02-13,123.37,165.17,41.8,Switch de Rede,Rede,Ubiquiti,E-commerce,Sul,Bruno Lima,43,59,2.7
V026879,2023-10-13,105.7,107.49,1.79,Ring Light,Acessórios,Baseus,Marketplace,Sul,Daniela Souza,66,7,4.2
V026880,2025-03-16,120.34,152.26,31.92,Cooler,Componentes,Corsair,Marketplace,Sudeste,Fernanda Alves,71,187,2.8
V026881,2025-04-14,183.53,205.22,21.69,Tripé,Acessórios,Belkin,Marketplace,Sul,Carlos Silva,4,168,4.1
V026882,2023-01-12,3739.05,4903.3,1164.25,Notebook,Informática,Asus,Venda Direta,Sul,Ana Costa,50,178,2.8
V026883,2024-08-09,200.3,279.88,79.58,Fonte de Alimentação,Componentes,NVIDIA,Marketplace,Norte,Fernanda Alves,54,25,2.7
V026884,2024-07-15,249.91,300.25,50.34,Fonte de Alimentação,Componentes,NVIDIA,Loja Física,Centro-Oeste,Eduardo Rocha,53,28,4.9
V026885,2023-05-03,714.89,866.43,151.54,Switch de Rede,Rede,Cisco,Loja Física,Sul,Ana Costa,15,86,2.1
V026886,2023-10-26,332.56,451.51,118.95,Caixa de Som,Áudio e Vídeo,JBL,Marketplace,Sudeste,Carlos Silva,39,141,4.3
V026887,2025-03-15,1416.01,1783.8,367.79,Placa Mãe,Componentes,Corsair,Loja Física,Centro-Oeste,Ana Costa,74,17,1.3
V026888,2025-02-23,773.45,920.96,147.51,SSD,Armazenamento,Western Digital,Venda Direta,Sudeste,Bruno Lima,25,36,1.0
V026889,2024-02-26,187.83,213.75,25.92,TV Box,Áudio e Vídeo,JBL,Venda Direta,Norte,Eduardo Rocha,2,181,1.6
V026890,2024-03-23,1393.39,1982.21,588.82,SSD,Armazenamento,SanDisk,E-commerce,Sul,Carlos Silva,45,128,4.3
V026891,2024-02-08,160.15,170.58,10.43,Leitor de Cartão,Acessórios,Belkin,E-commerce,Centro-Oeste,Fernanda Alves,95,101,2.9
V026892,2023-07-22,3718.7,4574.62,855.92,Projetor,Áudio e Vídeo,Bose,E-commerce,Nordeste,Carlos Silva,2,123,4.5
V026893,2023-08-19,184.17,201.84,17.67,Lâmpada Inteligente,Eletrônicos,LG,Loja Física,Centro-Oeste,Fernanda Alves,89,9,3.2
V026894,2025-01-07,450.09,509.18,59.09,Caixa de Som,Áudio e Vídeo,Sony,Venda Direta,Norte,Bruno Lima,62,149,2.2
V026895,2024-04-16,197.98,280.94,82.96,Mouse,Periféricos,Multilaser,Loja Física,Norte,Carlos Silva,60,100,4.3
V026896,2023-07-08,61.08,72.75,11.67,Switch de Rede,Rede,Cisco,Loja Física,Sudeste,Bruno Lima,82,125,1.7
V026897,2025-03-22,381.19,479.04,97.85,Placa Mãe,Componentes,NVIDIA,Loja Física,Nordeste,Carlos Silva,46,193,1.7
V026898,2024-08-20,693.6,783.74,90.14,TV Box,Áudio e Vídeo,Bose,Loja Física,Sudeste,Daniela Souza,96,168,1.7
V026899,2024-10-25,151.89,192.71,40.82,Lâmpada Inteligente,Eletrônicos,Apple,E-commerce,Centro-Oeste,Fernanda Alves,85,123,2.5
V026900,2023-05-09,752.21,952.13,199.92,TV Box,Áudio e Vídeo,Bose,Marketplace,Nordeste,Daniela Souza,5,16,3.0
V026901,2025-03-23,465.33,625.65,160.32,Controle de Videogame,Acessórios,Belkin,Loja Física,Sudeste,Ana Costa,13,71,2.7
V026902,2025-02-25,224.66,276.53,51.87,Fonte de Alimentação,Componentes,Intel,E-commerce,Sul,Eduardo Rocha,28,97,1.3
V026903,2024-05-12,841.35,843.89,2.54,Memória RAM,Componentes,AMD,E-commerce,Sul,Bruno Lima,20,153,1.0
V026904,2024-02-13,139.59,169.86,30.27,Hub USB,Acessórios,Belkin,Marketplace,Centro-Oeste,Eduardo Rocha,61,143,1.5
V026905,2025-03-05,400.28,490.34,90.06,Memória RAM,Componentes,NVIDIA,Loja Física,Nordeste,Bruno Lima,40,140,4.5
V026906,2023-02-15,77.48,86.27,8.79,Cooler,Componentes,Intel,E-commerce,Norte,Daniela Souza,84,189,3.1
V026907,2023-07-26,355.33,402.89,47.56,Microfone,Áudio e Vídeo,Sony,E-commerce,Centro-Oeste,Fernanda Alves,2,27,4.2
V026908,2024-04-15,614.48,729.12,114.64,Switch de Rede,Rede,Ubiquiti,Marketplace,Sul,Fernanda Alves,12,85,4.3
V026909,2023-10-06,273.01,384.02,111.01,Ring Light,Acessórios,Belkin,Venda Direta,Nordeste,Fernanda Alves,23,143,1.4
V026910,2023-09-11,636.01,722.51,86.5,HD Externo,Armazenamento,SanDisk,Loja Física,Centro-Oeste,Ana Costa,41,160,4.1
V026911,2024-12-09,5035.34,6123.85,1088.51,Projetor,Áudio e Vídeo,JBL,Venda Direta,Sudeste,Fernanda Alves,52,197,1.3
V026912,2024-01-11,59.64,64.54,4.9,Dock Station,Periféricos,Logitech,Venda Direta,Sul,Eduardo Rocha,1,161,1.4
V026913,2023-06-13,143.86,192.93,49.07,Pen Drive,Armazenamento,SanDisk,Loja Física,Centro-Oeste,Daniela Souza,87,3,1.4
V026914,2023-11-01,264.24,348.88,84.64,Carregador Portátil,Acessórios,Belkin,Marketplace,Sul,Fernanda Alves,37,74,2.9
